latitude,longitude,elevation_m,slope_deg,slope_class
11.85,76.12777777777778,727.0,11.324797802844817,Low (5-15°)
11.85,76.12916666666666,747.0,9.080739949093742,Low (5-15°)
11.85,76.13055555555556,754.0,8.739974577652946,Low (5-15°)
11.85,76.13194444444444,749.0,4.991543883203632,Very low (0-5°)
11.85,76.13333333333334,759.0,2.106820336486557,Very low (0-5°)
11.85,76.13472222222222,754.0,5.989358268349603,Low (5-15°)
11.85,76.1361111111111,737.0,14.903182067154267,Low (5-15°)
11.85,76.1375,750.0,12.121948223251067,Low (5-15°)
11.85,76.13888888888889,771.0,6.597058226127653,Low (5-15°)
11.85,76.14027777777778,769.0,2.984466989965944,Very low (0-5°)
11.85,76.14166666666667,764.0,11.019710160331979,Low (5-15°)
11.85,76.14305555555555,762.0,4.811594480097486,Very low (0-5°)
11.85,76.14444444444445,749.0,5.961311376071177,Low (5-15°)
11.85,76.14583333333333,744.0,5.283135700242117,Low (5-15°)
11.85,76.14722222222223,756.0,2.7771727466475022,Very low (0-5°)
11.85,76.14861111111111,760.0,3.8191274860792856,Very low (0-5°)
11.85,76.15,755.0,4.207958754747418,Very low (0-5°)
11.848611111111111,76.0,824.0,6.750340562016596,Low (5-15°)
11.848611111111111,76.00138888888888,805.0,16.615125399757158,Moderate (15-30°)
11.848611111111111,76.00277777777778,821.0,2.647187811130461,Very low (0-5°)
11.848611111111111,76.00416666666666,812.0,12.426465969081429,Low (5-15°)
11.848611111111111,76.00555555555556,816.0,14.833659135201,Low (5-15°)
11.848611111111111,76.00694444444444,844.0,10.254407775085673,Low (5-15°)
11.848611111111111,76.00833333333334,832.0,5.417262775777877,Low (5-15°)
11.848611111111111,76.00972222222222,853.0,16.768574815729274,Moderate (15-30°)
11.848611111111111,76.0111111111111,861.0,10.254407775085673,Low (5-15°)
11.848611111111111,76.0125,869.0,19.60156112173169,Moderate (15-30°)
11.848611111111111,76.01388888888889,855.0,22.027148742830864,Moderate (15-30°)
11.848611111111111,76.01527777777778,855.0,27.405892292865943,Moderate (15-30°)
11.848611111111111,76.01666666666667,835.0,17.06479110004675,Moderate (15-30°)
11.848611111111111,76.01805555555555,797.0,16.726984014181745,Moderate (15-30°)
11.848611111111111,76.01944444444445,786.0,3.359052002060558,Very low (0-5°)
11.848611111111111,76.02083333333333,783.0,2.9335660876870637,Very low (0-5°)
11.848611111111111,76.02222222222223,796.0,15.04776387010814,Moderate (15-30°)
11.848611111111111,76.02361111111111,822.0,8.27992503061062,Low (5-15°)
11.848611111111111,76.025,796.0,13.054327915641755,Low (5-15°)
11.848611111111111,76.02638888888889,785.0,12.575281910980099,Low (5-15°)
11.848611111111111,76.02777777777777,804.0,6.5934226325150895,Low (5-15°)
11.848611111111111,76.02916666666667,803.0,6.5934226325150895,Low (5-15°)
11.848611111111111,76.03055555555555,786.0,14.617959919112614,Low (5-15°)
11.848611111111111,76.03194444444445,790.0,17.330621791519757,Moderate (15-30°)
11.848611111111111,76.03333333333333,774.0,18.585185395221394,Moderate (15-30°)
11.848611111111111,76.03472222222223,758.0,2.647187811130461,Very low (0-5°)
11.848611111111111,76.03611111111111,758.0,7.043981283343312,Low (5-15°)
11.848611111111111,76.0375,756.0,5.620626292001614,Low (5-15°)
11.848611111111111,76.03888888888889,756.0,4.71729509577156,Very low (0-5°)
11.848611111111111,76.04027777777777,757.0,7.604613774012655,Low (5-15°)
11.848611111111111,76.04166666666667,753.0,4.154111845113937,Very low (0-5°)
11.848611111111111,76.04305555555555,755.0,2.079789115023343,Very low (0-5°)
11.848611111111111,76.04444444444445,751.0,2.984453296078231,Very low (0-5°)
11.848611111111111,76.04583333333333,750.0,1.8522542739113341,Very low (0-5°)
11.848611111111111,76.04722222222222,749.0,5.851831750606639,Low (5-15°)
11.848611111111111,76.04861111111111,746.0,4.622196164454146,Very low (0-5°)
11.848611111111111,76.05,747.0,2.079789115023343,Very low (0-5°)
11.848611111111111,76.0513888888889,749.0,2.106811699302401,Very low (0-5°)
11.848611111111111,76.05277777777778,772.0,7.584791993650457,Low (5-15°)
11.848611111111111,76.05416666666666,771.0,16.116719393932698,Moderate (15-30°)
11.848611111111111,76.05555555555556,754.0,9.381442824661315,Low (5-15°)
11.848611111111111,76.05694444444444,782.0,2.984453296078231,Very low (0-5°)
11.848611111111111,76.05833333333334,787.0,6.660617694041572,Low (5-15°)
11.848611111111111,76.05972222222222,769.0,10.652879662334605,Low (5-15°)
11.848611111111111,76.06111111111112,759.0,10.652879662334605,Low (5-15°)
11.848611111111111,76.0625,791.0,14.110970576304558,Low (5-15°)
11.848611111111111,76.06388888888888,795.0,5.851831750606639,Low (5-15°)
11.848611111111111,76.06527777777778,784.0,4.991540267888299,Very low (0-5°)
11.848611111111111,76.06666666666666,775.0,4.71729509577156,Very low (0-5°)
11.848611111111111,76.06805555555556,782.0,3.359052002060558,Very low (0-5°)
11.848611111111111,76.06944444444444,802.0,9.311234783232429,Low (5-15°)
11.848611111111111,76.07083333333334,803.0,2.106811699302401,Very low (0-5°)
11.848611111111111,76.07222222222222,802.0,4.71729509577156,Very low (0-5°)
11.848611111111111,76.0736111111111,797.0,7.261643304606421,Low (5-15°)
11.848611111111111,76.075,792.0,4.622196164454146,Very low (0-5°)
11.848611111111111,76.07638888888889,789.0,9.908441929633709,Low (5-15°)
11.848611111111111,76.07777777777778,795.0,3.3869233172453304,Very low (0-5°)
11.848611111111111,76.07916666666667,802.0,8.739970028584153,Low (5-15°)
11.848611111111111,76.08055555555555,797.0,7.148294772374002,Low (5-15°)
11.848611111111111,76.08194444444445,784.0,4.686560105354386,Very low (0-5°)
11.848611111111111,76.08333333333333,778.0,7.604613774012655,Low (5-15°)
11.848611111111111,76.08472222222223,770.0,3.9672571195773982,Very low (0-5°)
11.848611111111111,76.08611111111111,765.0,2.9335660876870637,Very low (0-5°)
11.848611111111111,76.0875,767.0,3.700645055238003,Very low (0-5°)
11.848611111111111,76.08888888888889,774.0,6.2977991102922,Low (5-15°)
11.848611111111111,76.09027777777777,776.0,6.217587522461415,Low (5-15°)
11.848611111111111,76.09166666666667,771.0,5.620626292001614,Low (5-15°)
11.848611111111111,76.09305555555555,777.0,2.7771727466475022,Very low (0-5°)
11.848611111111111,76.09444444444445,779.0,7.370669485322712,Low (5-15°)
11.848611111111111,76.09583333333333,771.0,6.2977991102922,Low (5-15°)
11.848611111111111,76.09722222222223,754.0,5.472105593208775,Low (5-15°)
11.848611111111111,76.09861111111111,748.0,8.739970028584153,Low (5-15°)
11.848611111111111,76.1,745.0,8.265003580785384,Low (5-15°)
11.848611111111111,76.10138888888889,734.0,6.5934226325150895,Low (5-15°)
11.848611111111111,76.10277777777777,729.0,4.71729509577156,Very low (0-5°)
11.848611111111111,76.10416666666667,725.0,6.724799494407481,Low (5-15°)
11.848611111111111,76.10555555555555,724.0,6.597024969872702,Low (5-15°)
11.848611111111111,76.10694444444445,737.0,7.261643304606421,Low (5-15°)
11.848611111111111,76.10833333333333,738.0,5.417262775777877,Low (5-15°)
11.848611111111111,76.10972222222222,736.0,2.106811699302401,Very low (0-5°)
11.848611111111111,76.11111111111111,731.0,4.722372527277067,Very low (0-5°)
11.848611111111111,76.1125,717.0,6.597024969872702,Low (5-15°)
11.848611111111111,76.1138888888889,709.0,0.926369172997235,Very low (0-5°)
11.848611111111111,76.11527777777778,706.0,0.9465328881500289,Very low (0-5°)
11.848611111111111,76.11666666666666,711.0,4.154111845113937,Very low (0-5°)
11.848611111111111,76.11805555555556,707.0,2.647187811130461,Very low (0-5°)
11.848611111111111,76.11944444444444,706.0,5.472105593208775,Low (5-15°)
11.848611111111111,76.12083333333334,708.0,2.9335660876870637,Very low (0-5°)
11.848611111111111,76.12222222222222,715.0,11.640773420874671,Low (5-15°)
11.848611111111111,76.12361111111112,727.0,5.851831750606639,Low (5-15°)
11.848611111111111,76.125,727.0,3.359052002060558,Very low (0-5°)
11.848611111111111,76.12638888888888,715.0,0.9465328881500289,Very low (0-5°)
11.848611111111111,76.12777777777778,737.0,12.417846751349076,Low (5-15°)
11.848611111111111,76.12916666666666,758.0,2.8375349016554954,Very low (0-5°)
11.848611111111111,76.13055555555556,762.0,2.079789115023343,Very low (0-5°)
11.848611111111111,76.13194444444444,756.0,4.622196164454146,Very low (0-5°)
11.848611111111111,76.13333333333334,767.0,6.2977991102922,Low (5-15°)
11.848611111111111,76.13472222222222,765.0,5.9527989818269935,Low (5-15°)
11.848611111111111,76.1361111111111,747.0,9.769969735867239,Low (5-15°)
11.848611111111111,76.1375,740.0,7.148294772374002,Low (5-15°)
11.848611111111111,76.13888888888889,756.0,9.256233979604302,Low (5-15°)
11.848611111111111,76.14027777777778,770.0,7.584791993650457,Low (5-15°)
11.848611111111111,76.14166666666667,780.0,2.079789115023343,Very low (0-5°)
11.848611111111111,76.14305555555555,764.0,6.660617694041572,Low (5-15°)
11.848611111111111,76.14444444444445,763.0,5.417262775777877,Low (5-15°)
11.848611111111111,76.14583333333333,756.0,4.71729509577156,Very low (0-5°)
11.848611111111111,76.14722222222223,762.0,5.069584825045968,Low (5-15°)
11.848611111111111,76.14861111111111,772.0,1.8522542739113341,Very low (0-5°)
11.848611111111111,76.15,754.0,4.811571022420651,Very low (0-5°)
11.847222222222221,76.0,810.0,16.399042761210207,Moderate (15-30°)
11.847222222222221,76.00138888888888,794.0,6.695160175431102,Low (5-15°)
11.847222222222221,76.00277777777778,804.0,15.475393844253317,Moderate (15-30°)
11.847222222222221,76.00416666666666,804.0,8.807286795880845,Low (5-15°)
11.847222222222221,76.00555555555556,809.0,6.724796833383989,Low (5-15°)
11.847222222222221,76.00694444444444,836.0,16.199671929020425,Moderate (15-30°)
11.847222222222221,76.00833333333334,858.0,23.378354625986574,Moderate (15-30°)
11.847222222222221,76.00972222222222,886.0,3.8191251136973197,Very low (0-5°)
11.847222222222221,76.0111111111111,880.0,13.318276003014624,Low (5-15°)
11.847222222222221,76.0125,911.0,13.944825354203559,Low (5-15°)
11.847222222222221,76.01388888888889,912.0,8.487649029388624,Low (5-15°)
11.847222222222221,76.01527777777778,907.0,6.724796833383989,Low (5-15°)
11.847222222222221,76.01666666666667,884.0,23.438884817924546,Moderate (15-30°)
11.847222222222221,76.01805555555555,840.0,24.968788107344345,Moderate (15-30°)
11.847222222222221,76.01944444444445,813.0,15.880791762750283,Moderate (15-30°)
11.847222222222221,76.02083333333333,790.0,10.530208842345951,Low (5-15°)
11.847222222222221,76.02222222222223,781.0,1.3242971926313407,Very low (0-5°)
11.847222222222221,76.02361111111111,786.0,9.08072442129078,Low (5-15°)
11.847222222222221,76.025,782.0,7.043975577588024,Low (5-15°)
11.847222222222221,76.02638888888889,777.0,3.8191251136973197,Very low (0-5°)
11.847222222222221,76.02777777777777,777.0,6.457665776341533,Low (5-15°)
11.847222222222221,76.02916666666667,787.0,6.750316706734163,Low (5-15°)
11.847222222222221,76.03055555555555,796.0,2.9844396039182937,Very low (0-5°)
11.847222222222221,76.03194444444445,797.0,11.32456467318037,Low (5-15°)
11.847222222222221,76.03333333333333,782.0,6.660584770772295,Low (5-15°)
11.847222222222221,76.03472222222223,788.0,6.660584770772295,Low (5-15°)
11.847222222222221,76.03611111111111,787.0,11.753123176255306,Low (5-15°)
11.847222222222221,76.0375,784.0,4.9915366530431475,Very low (0-5°)
11.847222222222221,76.03888888888889,793.0,10.127995360434465,Low (5-15°)
11.847222222222221,76.04027777777777,796.0,6.297773479141448,Low (5-15°)
11.847222222222221,76.04166666666667,780.0,11.640728609913117,Low (5-15°)
11.847222222222221,76.04305555555555,752.0,2.9844396039182937,Very low (0-5°)
11.847222222222221,76.04444444444445,755.0,6.724796833383989,Low (5-15°)
11.847222222222221,76.04583333333333,749.0,2.079786927851579,Very low (0-5°)
11.847222222222221,76.04722222222222,751.0,1.3242971926313407,Very low (0-5°)
11.847222222222221,76.04861111111111,750.0,1.8522542739113341,Very low (0-5°)
11.847222222222221,76.05,748.0,2.079786927851579,Very low (0-5°)
11.847222222222221,76.0513888888889,753.0,10.530208842345951,Low (5-15°)
11.847222222222221,76.05277777777778,762.0,6.593405657592133,Low (5-15°)
11.847222222222221,76.05416666666666,777.0,3.8191251136973197,Very low (0-5°)
11.847222222222221,76.05555555555556,763.0,11.871018033453302,Low (5-15°)
11.847222222222221,76.05694444444444,780.0,10.458599966584627,Low (5-15°)
11.847222222222221,76.05833333333334,801.0,0.926369172997235,Very low (0-5°)
11.847222222222221,76.05972222222222,775.0,12.085093438424135,Low (5-15°)
11.847222222222221,76.06111111111112,765.0,14.267461757409583,Low (5-15°)
11.847222222222221,76.0625,782.0,4.154107487986069,Very low (0-5°)
11.847222222222221,76.06388888888888,782.0,2.6471809451214408,Very low (0-5°)
11.847222222222221,76.06527777777778,772.0,8.01415678627719,Low (5-15°)
11.847222222222221,76.06666666666666,757.0,2.933564539759445,Very low (0-5°)
11.847222222222221,76.06805555555556,784.0,6.297773479141448,Low (5-15°)
11.847222222222221,76.06944444444444,792.0,2.7771727466475022,Very low (0-5°)
11.847222222222221,76.07083333333334,790.0,6.525510183372251,Low (5-15°)
11.847222222222221,76.07222222222222,792.0,5.95277181840686,Low (5-15°)
11.847222222222221,76.0736111111111,799.0,4.154107487986069,Very low (0-5°)
11.847222222222221,76.075,808.0,4.20792434770065,Very low (0-5°)
11.847222222222221,76.07638888888889,813.0,5.961287264713448,Low (5-15°)
11.847222222222221,76.07777777777778,793.0,11.250238878547773,Low (5-15°)
11.847222222222221,76.07916666666667,777.0,5.2831084090914535,Low (5-15°)
11.847222222222221,76.08055555555555,793.0,8.725867932772701,Low (5-15°)
11.847222222222221,76.08194444444445,787.0,2.6471809451214408,Very low (0-5°)
11.847222222222221,76.08333333333333,786.0,2.1068030632123893,Very low (0-5°)
11.847222222222221,76.08472222222223,769.0,5.069562587143859,Low (5-15°)
11.847222222222221,76.08611111111111,757.0,2.6471809451214408,Very low (0-5°)
11.847222222222221,76.0875,757.0,5.472085026689577,Low (5-15°)
11.847222222222221,76.08888888888889,767.0,3.3869112647123427,Very low (0-5°)
11.847222222222221,76.09027777777777,768.0,2.079786927851579,Very low (0-5°)
11.847222222222221,76.09166666666667,761.0,5.620625491618103,Low (5-15°)
11.847222222222221,76.09305555555555,764.0,3.359046600525154,Very low (0-5°)
11.847222222222221,76.09444444444445,759.0,2.933564539759445,Very low (0-5°)
11.847222222222221,76.09583333333333,767.0,7.54818043284396,Low (5-15°)
11.847222222222221,76.09722222222223,772.0,7.467057557709591,Low (5-15°)
11.847222222222221,76.09861111111111,770.0,3.8191251136973197,Very low (0-5°)
11.847222222222221,76.1,762.0,9.192048539392344,Low (5-15°)
11.847222222222221,76.10138888888889,750.0,7.261627949889591,Low (5-15°)
11.847222222222221,76.10277777777777,738.0,8.725867932772701,Low (5-15°)
11.847222222222221,76.10416666666667,729.0,7.261627949889591,Low (5-15°)
11.847222222222221,76.10555555555555,714.0,2.079786927851579,Very low (0-5°)
11.847222222222221,76.10694444444445,720.0,10.085476299962469,Low (5-15°)
11.847222222222221,76.10833333333333,723.0,7.043975577588024,Low (5-15°)
11.847222222222221,76.10972222222222,723.0,4.622196164454146,Very low (0-5°)
11.847222222222221,76.11111111111111,723.0,2.079786927851579,Very low (0-5°)
11.847222222222221,76.1125,718.0,4.658503509485009,Very low (0-5°)
11.847222222222221,76.1138888888889,709.0,0.9465280756306942,Very low (0-5°)
11.847222222222221,76.11527777777778,704.0,2.9844396039182937,Very low (0-5°)
11.847222222222221,76.11666666666666,700.0,2.1068030632123893,Very low (0-5°)
11.847222222222221,76.11805555555556,714.0,9.98633344104904,Low (5-15°)
11.847222222222221,76.11944444444444,713.0,1.8522542739113341,Very low (0-5°)
11.847222222222221,76.12083333333334,708.0,3.359046600525154,Very low (0-5°)
11.847222222222221,76.12222222222222,720.0,3.967246847952054,Very low (0-5°)
11.847222222222221,76.12361111111112,735.0,2.079786927851579,Very low (0-5°)
11.847222222222221,76.125,729.0,2.9844396039182937,Very low (0-5°)
11.847222222222221,76.12638888888888,719.0,0.926369172997235,Very low (0-5°)
11.847222222222221,76.12777777777778,735.0,6.847694448472202,Low (5-15°)
11.847222222222221,76.12916666666666,752.0,5.2831084090914535,Low (5-15°)
11.847222222222221,76.13055555555556,750.0,10.127995360434465,Low (5-15°)
11.847222222222221,76.13194444444444,751.0,5.661190074065773,Low (5-15°)
11.847222222222221,76.13333333333334,767.0,3.3869112647123427,Very low (0-5°)
11.847222222222221,76.13472222222222,768.0,4.686544686480602,Very low (0-5°)
11.847222222222221,76.1361111111111,761.0,8.725867932772701,Low (5-15°)
11.847222222222221,76.1375,756.0,9.232000552015739,Low (5-15°)
11.847222222222221,76.13888888888889,749.0,3.8191251136973197,Very low (0-5°)
11.847222222222221,76.14027777777778,759.0,5.2831084090914535,Low (5-15°)
11.847222222222221,76.14166666666667,773.0,3.892150845676937,Very low (0-5°)
11.847222222222221,76.14305555555555,770.0,2.9844396039182937,Very low (0-5°)
11.847222222222221,76.14444444444445,776.0,3.967246847952054,Very low (0-5°)
11.847222222222221,76.14583333333333,771.0,3.967246847952054,Very low (0-5°)
11.847222222222221,76.14722222222223,767.0,3.967246847952054,Very low (0-5°)
11.847222222222221,76.14861111111111,762.0,7.886840551856862,Low (5-15°)
11.847222222222221,76.15,751.0,2.933564539759445,Very low (0-5°)
11.845833333333333,76.0,791.0,19.735686688936596,Moderate (15-30°)
11.845833333333333,76.00138888888888,792.0,8.652274681595992,Low (5-15°)
11.845833333333333,76.00277777777778,825.0,14.833515466442586,Low (5-15°)
11.845833333333333,76.00416666666666,836.0,11.640683804621279,Low (5-15°)
11.845833333333333,76.00555555555556,811.0,5.283094766139271,Low (5-15°)
11.845833333333333,76.00694444444444,840.0,13.754650069382667,Low (5-15°)
11.845833333333333,76.00833333333334,846.0,11.640683804621279,Low (5-15°)
11.845833333333333,76.00972222222222,855.0,5.417247815318695,Low (5-15°)
11.845833333333333,76.0111111111111,879.0,5.952744658412308,Low (5-15°)
11.845833333333333,76.0125,871.0,10.5301885801552,Low (5-15°)
11.845833333333333,76.01388888888889,888.0,11.753093501679915,Low (5-15°)
11.845833333333333,76.01527777777778,874.0,11.121895408196702,Low (5-15°)
11.845833333333333,76.01666666666667,895.0,15.78642596050837,Moderate (15-30°)
11.845833333333333,76.01805555555555,849.0,20.2558796197554,Moderate (15-30°)
11.845833333333333,76.01944444444445,814.0,11.32468325888558,Low (5-15°)
11.845833333333333,76.02083333333333,790.0,6.5933886848443235,Low (5-15°)
11.845833333333333,76.02222222222223,792.0,9.599141282142837,Low (5-15°)
11.845833333333333,76.02361111111111,784.0,10.739336748744162,Low (5-15°)
11.845833333333333,76.025,779.0,3.3868992137125957,Very low (0-5°)
11.845833333333333,76.02638888888889,775.0,1.3242937545666191,Very low (0-5°)
11.845833333333333,76.02777777777777,772.0,2.1067944282164928,Very low (0-5°)
11.845833333333333,76.02916666666667,777.0,6.724794172707479,Low (5-15°)
11.845833333333333,76.03055555555555,776.0,10.743915240491901,Low (5-15°)
11.845833333333333,76.03194444444445,771.0,6.525509497150005,Low (5-15°)
11.845833333333333,76.03333333333333,769.0,6.525509497150005,Low (5-15°)
11.845833333333333,76.03472222222223,768.0,7.429876629549649,Low (5-15°)
11.845833333333333,76.03611111111111,779.0,11.019708979876613,Low (5-15°)
11.845833333333333,76.0375,780.0,9.23200007535803,Low (5-15°)
11.845833333333333,76.03888888888889,790.0,9.185000505031308,Low (5-15°)
11.845833333333333,76.04027777777777,780.0,15.78642596050837,Moderate (15-30°)
11.845833333333333,76.04166666666667,758.0,7.261612597147362,Low (5-15°)
11.845833333333333,76.04305555555555,757.0,8.01412134073939,Low (5-15°)
11.845833333333333,76.04444444444445,762.0,8.506649415350806,Low (5-15°)
11.845833333333333,76.04583333333333,752.0,0.9465232637163753,Very low (0-5°)
11.845833333333333,76.04722222222222,754.0,9.23200007535803,Low (5-15°)
11.845833333333333,76.04861111111111,755.0,3.3590411996875282,Very low (0-5°)
11.845833333333333,76.05,755.0,8.370905393115843,Low (5-15°)
11.845833333333333,76.0513888888889,783.0,8.487646944310914,Low (5-15°)
11.845833333333333,76.05277777777778,784.0,19.2302367523097,Moderate (15-30°)
11.845833333333333,76.05416666666666,760.0,3.9672365776433507,Very low (0-5°)
11.845833333333333,76.05555555555556,769.0,5.541356985555456,Low (5-15°)
11.845833333333333,76.05694444444444,782.0,13.261157942029058,Low (5-15°)
11.845833333333333,76.05833333333334,811.0,3.3868992137125957,Very low (0-5°)
11.845833333333333,76.05972222222222,800.0,17.545163065509858,Moderate (15-30°)
11.845833333333333,76.06111111111112,795.0,4.6584947843494895,Very low (0-5°)
11.845833333333333,76.0625,793.0,3.700645055238003,Very low (0-5°)
11.845833333333333,76.06388888888888,788.0,6.660551851640919,Low (5-15°)
11.845833333333333,76.06527777777778,775.0,5.961275211362237,Low (5-15°)
11.845833333333333,76.06666666666666,751.0,5.952744658412308,Low (5-15°)
11.845833333333333,76.06805555555556,762.0,10.291370313429862,Low (5-15°)
11.845833333333333,76.06944444444444,773.0,13.548585594669353,Low (5-15°)
11.845833333333333,76.07083333333334,783.0,5.735485383574527,Low (5-15°)
11.845833333333333,76.07222222222222,804.0,7.748671478125514,Low (5-15°)
11.845833333333333,76.0736111111111,803.0,7.289548384206267,Low (5-15°)
11.845833333333333,76.075,804.0,5.283094766139271,Low (5-15°)
11.845833333333333,76.07638888888889,810.0,4.154103131423498,Very low (0-5°)
11.845833333333333,76.07777777777778,784.0,12.417730319426653,Low (5-15°)
11.845833333333333,76.07916666666667,769.0,2.8375060912503254,Very low (0-5°)
